水体要素编号,多边形编号,环编号,点序号,名称,水体类型,OSM编号,经度,纬度,x_m,y_m
WS057,1,1,24,未记录,池塘,995766686,109.0640112,23.1814156,-17103.8387388749,19148.335270303687
WS057,1,1,25,未记录,池塘,995766686,109.0631929,23.1810894,-17187.727670158845,19112.21053575024
WS057,1,1,26,未记录,池塘,995766686,109.062345,23.1814428,-17274.651078245468,19151.347510585067
WS057,1,1,27,未记录,池塘,995766686,109.0611126,23.1810894,-17400.991929907108,19112.21053575024
WS057,1,1,28,未记录,池塘,995766686,109.0602844,23.1804277,-17485.8957706625,19038.931146252715
WS057,1,1,29,未记录,池塘,995766686,109.0600478,23.1806543,-17510.15108184601,19064.025765657556
WS057,1,1,30,未记录,池塘,995766686,109.059259,23.1800199,-17591.015787941855,18993.769690854737
WS057,1,1,31,未记录,池塘,995766686,109.0594069,23.179893,-17575.853655548883,18979.71626101143
WS057,1,1,32,未记录,池塘,995766686,109.0593576,23.1796936,-17580.907699679872,18957.63388188836
WS057,1,1,33,未记录,池塘,995766686,109.0591013,23.1795214,-17607.18257819461,18938.56374304667
WS057,1,1,34,未记录,池塘,995766686,109.0588548,23.1788869,-17632.452798848106,18868.296593830917
WS057,1,1,35,未记录,池塘,995766686,109.0582829,23.1790863,-17691.081761090216,18890.378972954382
WS057,1,1,36,未记录,池塘,995766686,109.0578787,23.179177,-17732.518771996467,18900.42346536368
WS057,1,1,37,未记录,池塘,995766686,109.0574646,23.1791226,-17774.97069237416,18894.39898480053
WS057,1,1,38,未记录,池塘,995766686,109.0570308,23.1786422,-17819.44218008163,18841.197505709464
WS057,1,1,39,未记录,池塘,995766686,109.0566759,23.1784338,-17855.825146858348,18818.118429434555
WS057,1,1,40,未记录,池塘,995766686,109.0563899,23.1782616,-17885.144753784505,18799.048290592866
WS057,1,1,41,未记录,池塘,995766686,109.0559167,23.1781528,-17933.655376152976,18786.999329466562
WS057,1,1,42,未记录,池塘,995766686,109.0558477,23.1777812,-17940.72898761374,18745.8468115018
WS057,1,1,43,未记录,池塘,995766686,109.0560251,23.177464,-17922.542630031214,18710.718774100587
WS057,1,1,44,未记录,池塘,995766686,109.0560843,23.1770017,-17916.473676430232,18659.521763726527
WS057,1,1,45,未记录,池塘,995766686,109.0558477,23.177038,-17940.72898761374,18663.541775572674
WS057,1,1,46,未记录,池塘,995766686,109.0555913,23.1772374,-17967.01411773868,18685.624154695746
WS057,1,1,47,未记录,池塘,995766686,109.0554336,23.1775546,-17983.180907991435,18720.752192097352
WS057,1,1,48,未记录,池塘,995766686,109.0552265,23.1779806,-18004.411993985384,18767.929190625266
WS057,1,1,49,未记录,池塘,995766686,109.0548519,23.1781165,-18042.814528091876,18782.97931762041
WS057,1,1,50,未记录,池塘,995766686,109.0543392,23.1781165,-18095.374536731553,18782.97931762041
WS057,1,1,51,未记录,池塘,995766686,109.0541124,23.1786332,-18118.62519005673,18840.200808557624
WS057,1,1,52,未记录,池塘,995766686,109.0537082,23.1788598,-18160.06220096298,18865.29542796247
WS057,1,1,53,未记录,池塘,995766686,109.0538364,23.1793764,-18146.91963590124,18922.50584448675
WS057,1,1,54,未记录,池塘,995766686,109.0541814,23.1799927,-18111.55157859451,18990.757450572964
WS057,1,1,55,未记录,池塘,995766686,109.0550984,23.1804821,-18017.54430743692,19044.955626815867
WS057,1,1,56,未记录,池塘,995766686,109.0554434,23.1803915,-17982.17625013165,19034.9222088191
WS057,1,1,57,未记录,池塘,995766686,109.0558181,23.1804277,-17943.76346441496,19038.931146252715
WS057,1,1,58,未记录,池塘,995766686,109.0562716,23.1807359,-17897.27240937626,19073.06248650209
WS057,1,1,59,未记录,池塘,995766686,109.0569026,23.180745,-17832.58474514483,19074.07025806725
WS057,1,1,60,未记录,池塘,995766686,109.0576618,23.1813069,-17754.7545158502,19136.297383589917
WS057,1,1,61,未记录,池塘,995766686,109.0583618,23.1818416,-17682.993240158008,19195.512268831204
WS057,1,1,62,未记录,池塘,995766686,109.0585886,23.1821588,-17659.742586834287,19230.640306232814
WS057,1,1,63,未记录,池塘,995766686,109.0584801,23.1825395,-17670.865584566254,19272.800595762343
WS057,1,1,64,未记录,池塘,995766686,109.0578787,23.1825486,-17732.518771996467,19273.80836732711
WS057,1,1,65,未记录,池塘,995766686,109.0576914,23.1831377,-17751.72003905044,19339.047733131552
WS057,1,1,66,未记录,池塘,995766686,109.0570899,23.1833642,-17813.383478092313,19364.131278123463
WS057,1,1,67,未记录,池塘,995766686,109.0586477,23.1851859,-17653.68388484351,19565.873856100327
WS058,1,1,1,未记录,池塘,995794777,109.0827689,23.1983989,-15180.872337357672,21029.136019358455
WS058,1,1,2,未记录,池塘,995794777,109.0831929,23.1985212,-15137.405507509988,21042.680026212518
WS058,1,1,3,未记录,池塘,995794777,109.0836267,23.19834,-15092.93401980252,21022.61319021938
WS058,1,1,4,未记录,池塘,995794777,109.0839767,23.198263,-15057.053381956423,21014.085892363306
WS058,1,1,5,未记录,池塘,995794777,109.0840703,23.1978869,-15047.457874235268,20972.435025822626
WS058,1,1,6,未记录,池塘,995794777,109.0839964,23.1976286,-15055.033814625194,20943.829817560487
WS058,1,1,7,未记录,池塘,995794777,109.0836957,23.1975108,-15085.8604083403,20930.784159281946
WS058,1,1,8,未记录,池塘,995794777,109.0831731,23.1975017,-15139.435326451421,20929.77638771718
WS058,1,1,9,未记录,池塘,995794777,109.0829168,23.1977328,-15165.7102049647,20955.36935569794
WS058,1,1,10,未记录,池塘,995794777,109.0828429,23.1979956,-15173.286145356084,20984.472912536003
WS058,1,1,11,未记录,池塘,995794777,109.0827689,23.1983989,-15180.872337357672,21029.136019358455
WS059,1,1,1,未记录,池塘,995804872,109.1129523,23.1940801,-12086.58763915243,20550.85427935398
WS059,1,1,2,未记录,池塘,995804872,109.1138017,23.1935023,-11999.510456905455,20486.86632219561
WS059,1,1,3,未记录,池塘,995804872,109.1153318,23.193715,-11842.650559850872,20510.42159822137
WS059,1,1,4,未记录,池塘,995804872,109.1154699,23.1935934,-11828.493085319142,20496.955112256626
WS059,1,1,5,未记录,池塘,995804872,109.1154047,23.1934414,-11835.177135568818,20480.1220048007
WS059,1,1,6,未记录,池塘,995804872,109.1151551,23.1930079,-11860.765156159054,20432.114425312924
WS059,1,1,7,未记录,池塘,995804872,109.115254,23.192293,-11850.626313065002,20352.943448205828
WS059,1,1,8,未记录,池塘,995804872,109.1154177,23.1920055,-11833.844426163547,20321.10451140608
WS059,1,1,9,未记录,池塘,995804872,109.1156183,23.1920315,-11813.279694872233,20323.983858733878
WS059,1,1,10,未记录,池塘,995804872,109.1157852,23.191835,-11796.169756423835,20302.22263758222
WS059,1,1,11,未记录,池塘,995804872,109.1154441,23.1915587,-11831.138000907817,20271.624035016004
WS059,1,1,12,未记录,池塘,995804872,109.1153016,23.1915153,-11845.746546317687,20266.817739860526
WS059,1,1,13,未记录,池塘,995804872,109.1151949,23.1915629,-11856.68501505432,20272.08916035353
WS059,1,1,14,未记录,池塘,995804872,109.1150858,23.1915366,-11867.869522451887,20269.17658978694
WS059,1,1,15,未记录,池塘,995804872,109.1149988,23.1914673,-11876.788423860202,20261.50202171659
WS059,1,1,16,未记录,池塘,995804872,109.1150157,23.1913233,-11875.055901632184,20245.554867284787
WS059,1,1,17,未记录,池塘,995804872,109.1148205,23.1915051,-11895.0670459404,20265.688149755108
WS059,1,1,18,未记录,池塘,995804872,109.114979,23.1918591,-11878.81824280018,20304.891571066724
WS059,1,1,19,未记录,池塘,995804872,109.1146737,23.1923832,-11910.116410613835,20362.932568551267
WS059,1,1,20,未记录,池塘,995804872,109.1142264,23.1925706,-11955.971865780512,20383.68601813855
WS059,1,1,21,未记录,池塘,995804872,109.1140452,23.1919564,-11974.547784574124,20315.6669747211
WS059,1,1,22,未记录,池塘,995804872,109.1143736,23.1915348,-11940.8814946648,20268.977250356573
WS059,1,1,23,未记录,池塘,995804872,109.1143283,23.1912537,-11945.52547436284,20237.847075976042
WS059,1,1,24,未记录,池塘,995804872,109.1139772,23.1910611,-11981.51887992847,20216.517756923124
WS059,1,1,25,未记录,池塘,995804872,109.1137394,23.1910455,-12005.897210441717,20214.790148526597
WS059,1,1,26,未记录,池塘,995804872,109.1132354,23.1910195,-12057.565328941144,20211.910801198406
WS059,1,1,27,未记录,池塘,995804872,109.112907,23.1910768,-12091.231618850468,20218.25643973297
WS059,1,1,28,未记录,池塘,995804872,109.1128107,23.1912329,-12101.103920064632,20235.543598113487
WS059,1,1,29,未记录,池塘,995804872,109.1130032,23.19154,-12081.369569249424,20269.553119822212
WS059,1,1,30,未记录,池塘,995804872,109.1131731,23.1920501,-12063.952082477406,20326.043699514743
WS059,1,1,31,未记录,池塘,995804872,109.1134562,23.1924613,-12034.929772264664,20371.581684948385
WS059,1,1,32,未记录,池塘,995804872,109.1139036,23.1924925,-11989.064065486325,20375.036901741827
WS059,1,1,33,未记录,池塘,995804872,109.1139772,23.1926955,-11981.51887992847,20397.517959725632
WS059,1,1,34,未记录,池塘,995804872,109.1138243,23.1928881,-11997.193592860809,20418.847278778554
WS059,1,1,35,未记录,池塘,995804872,109.1133373,23.1929922,-12047.118937522015,20430.375742503078
WS059,1,1,36,未记录,池塘,995804872,109.1130485,23.1930339,-12076.72558954993,20434.993772640726
WS059,1,1,37,未记录,池塘,995804872,109.1131278,23.1932629,-12068.596062175446,20460.354177952726
WS059,1,1,38,未记录,池塘,995804872,109.1124766,23.1934763,-12135.354551792041,20483.986974867807
WS059,1,1,39,未记录,池塘,995804872,109.1129523,23.1940801,-12086.58763915243,20550.85427935398
WS060,1,1,1,未记录,水库,995804873,109.2472917,23.1878974,1685.3648176979939,19866.156559171137
WS060,1,1,2,未记录,水库,995804873,109.2479599,23.1877829,1753.8660811513555,19853.47635651494
WS060,1,1,3,未记录,水库,995804873,109.2483677,23.1873353,1795.6721500482818,19803.90728482261
WS060,1,1,4,未记录,水库,995804873,109.2487074,23.1863567,1830.4968719806575,19695.533081162266
WS060,1,1,5,未记录,水库,995804873,109.2488094,23.1857008,1840.9535150099914,19622.89600760717
WS060,1,1,6,未记录,水库,995804873,109.2486734,23.1852219,1827.0113243042128,19569.860644708082
WS060,1,1,7,未记录,水库,995804873,109.2482771,23.1845244,1786.3841906507469,19492.616615428662
WS060,1,1,8,未记录,水库,995804873,109.2475183,23.1840663,1708.5949677998503,19441.884730392125
WS060,1,1,9,未记录,水库,995804873,109.2477221,23.1836082,1729.487750638109,19391.1528453552
WS060,1,1,10,未记录,水库,995804873,109.2482657,23.1835353,1785.2155070189478,19383.079598424112
WS060,1,1,11,未记录,水库,995804873,109.2489679,23.1837644,1857.202318148754,19408.45107814904
WS060,1,1,12,未记录,水库,995804873,109.2496474,23.1837123,1926.862013625167,19402.681309080115
WS060,1,1,13,未记录,水库,995804873,109.2512783,23.1833584,2094.0555343778883,19363.488962181036
WS060,1,1,14,未记录,水库,995804873,109.2503609,23.1833792,2000.0072567780244,19365.79244004359
WS060,1,1,15,未记录,水库,995804873,109.2494436,23.1834833,1905.9692307883652,19377.320903768115
WS060,1,1,16,未记录,水库,995804873,109.2485602,23.1834104,1815.406500863489,19369.24765683703
WS060,1,1,17,未记录,水库,995804873,109.2481978,23.1827337,1778.2546632762633,19294.30710541977
WS060,1,1,18,未记录,水库,995804873,109.2478354,23.1827753,1741.1028256890374,19298.91406114449
WS060,1,1,19,未记录,水库,995804873,109.2472238,23.1833479,1678.403973955309,19362.326148837223
WS060,1,1,20,未记录,水库,995804873,109.2469067,23.1835874,1645.8961160661222,19388.849367493036
WS060,1,1,21,未记录,水库,995804873,109.2467708,23.1838997,1631.9641769705484,19423.434758667398
WS060,1,1,22,未记录,水库,995804873,109.2467595,23.1842225,1630.805744948954,19459.182963185576
WS060,1,1,23,未记录,水库,995804873,109.2472011,23.1845348,1676.076858300459,19493.768354359938
WS060,1,1,24,未记录,水库,995804873,109.2472804,23.1848159,1684.2063856749426,19524.89852874047
WS060,1,1,25,未记录,水库,995804873,109.2477901,23.1850761,1736.4588459909983,19553.71415084591
WS060,1,1,26,未记录,水库,995804873,109.2477561,23.1853156,1732.9732983145536,19580.237369501723
WS060,1,1,27,未记录,水库,995804873,109.2475183,23.1855342,1708.5949677998503,19604.446035882444
WS060,1,1,28,未记录,水库,995804873,109.2472464,23.1852219,1680.720837998498,19569.860644708082
WS060,1,1,29,未记录,水库,995804873,109.246918,23.1847742,1647.0545480877167,19520.280498602824
WS060,1,1,30,未记录,水库,995804873,109.2466462,23.1842953,1619.1906698980256,19467.24513570373
WS060,1,1,31,未记录,水库,995804873,109.2465782,23.1844723,1612.2195745451363,19486.84684635974
WS060,1,1,32,未记录,水库,995804873,109.2462158,23.1845556,1575.0677369579105,19496.0718322221
WS060,1,1,33,未记录,水库,995804873,109.2457515,23.1845036,1527.4695079515552,19490.313137566107
WS060,1,1,34,未记录,水库,995804873,109.2452192,23.1844203,1472.9001835923107,19481.08815170374
WS060,1,1,35,未记录,水库,995804873,109.2449134,23.1845348,1441.550757726175,19493.768354359938
WS060,1,1,36,未记录,水库,995804873,109.2442792,23.1845348,1376.5350419478013,19493.768354359938
WS060,1,1,37,未记录,水库,995804873,109.2440753,23.1840559,1355.632007500795,19440.73299146085
WS060,1,1,38,未记录,水库,995804873,109.2440527,23.1843994,1353.3151434561494,19478.773599428652
WS060,1,1,39,未记录,水库,995804873,109.2440867,23.1848471,1356.800691132594,19528.35374553391
WS060,1,1,40,未记录,水库,995804873,109.2442452,23.1851282,1373.0494942713567,19559.483919914834
WS060,1,1,41,未记录,水库,995804873,109.2446303,23.1853781,1412.5284475134329,19587.158877501923
WS060,1,1,42,未记录,水库,995804873,109.2449247,23.185326,1442.7091897477694,19581.389108433
WS060,1,1,43,未记录,水库,995804873,109.2451626,23.1855342,1467.0977718726772,19604.446035882444
WS060,1,1,44,未记录,水库,995804873,109.245072,23.185909,1457.8098124751425,19645.952935056615
WS060,1,1,45,未记录,水库,995804873,109.2453438,23.1861901,1485.6736906662902,19677.08310943754
WS060,1,1,46,未记录,水库,995804873,109.2454797,23.1865232,1499.6056297618643,19713.971978474066
WS060,1,1,47,未记录,水库,995804873,109.2457855,23.1868251,1530.9550556279999,19747.405630717152
WS060,1,1,48,未记录,水库,995804873,109.2458761,23.1865753,1540.2430150255348,19719.74174754299
WS060,1,1,49,未记录,水库,995804873,109.2458647,23.1862213,1539.074331392279,19680.53832623098
WS060,1,1,50,未记录,水库,995804873,109.2461139,23.1864816,1564.621345538781,19709.36502274935
WS060,1,1,51,未记录,水库,995804873,109.2461139,23.1868147,1564.621345538781,19746.253891785873
WS060,1,1,52,未记录,水库,995804873,109.2460686,23.1870438,1559.977365840742,19771.625371510803
WS060,1,1,53,未记录,水库,995804873,109.2465103,23.1875747,1605.2587308024517,19830.419429065496
WS060,1,1,54,未记录,水库,995804873,109.2472917,23.1878974,1685.3648176979939,19866.156559171137
WS061,1,1,1,未记录,水库,995804875,109.2722042,23.1561017,4239.297361547907,16344.969488535764
WS061,1,1,2,未记录,水库,995804875,109.2725927,23.1554971,4279.124869557336,16278.013588747339
WS061,1,1,3,未记录,水库,995804875,109.2729962,23.1552773,4320.490119187783,16253.672029413037
WS061,1,1,4,未记录,水库,995804875,109.2735641,23.1553735,4378.709016996944,16264.325614526371
WS061,1,1,5,未记录,水库,995804875,109.2736837,23.1550712,4390.969943530099,16230.847664631961
WS061,1,1,6,未记录,水库,995804875,109.2732503,23.1547826,4346.539462264906,16198.886909291565
WS061,1,1,7,未记录,水库,995804875,109.272802,23.154343,4300.5814909888995,16150.203790622963
WS061,1,1,8,未记录,水库,995804875,109.2729813,23.1539994,4318.96262917697,16112.152108242231
WS061,1,1,9,未记录,水库,995804875,109.2738331,23.1540407,4406.285850084881,16116.725840728554
WS061,1,1,10,未记录,水库,995804875,109.2743561,23.1543155,4459.901774638278,16147.158327102796
WS061,1,1,11,未记录,水库,995804875,109.2748642,23.1539307,4511.990209179406,16104.54398664867
WS061,1,1,12,未记录,水库,995804875,109.2752378,23.1538483,4550.290227178021,16095.41867050149
WS061,1,1,13,未记录,水库,995804875,109.2757908,23.1539445,4606.981634974912,16106.07225561522
WS061,1,1,14,未记录,水库,995804875,109.2763287,23.1544254,4662.125049539122,16159.329106770143
WS061,1,1,15,未记录,水库,995804875,109.2767472,23.1537659,4705.0280407935015,16086.293354354311
WS061,1,1,16,未记录,水库,995804875,109.275985,23.1535735,4626.890263175253,16064.986184127249
WS061,1,1,17,未记录,水库,995804875,109.2758954,23.1529689,4617.704819885591,15998.030284338822
WS061,1,1,18,未记录,水库,995804875,109.2761345,23.1523231,4642.216421340238,15926.51172647661
WS061,1,1,19,未记录,水库,995804875,109.2767472,23.1519521,4705.0280407935015,15885.42565498864
WS061,1,1,20,未记录,水库,995804875,109.2768518,23.151485,4715.751225704182,15833.697072800263
WS061,1,1,21,未记录,水库,995804875,109.2763437,23.1512788,4663.662791161598,15810.861633606652
WS061,1,1,22,未记录,水库,995804875,109.2759103,23.1517048,4619.232309897861,15858.038632134565
WS061,1,1,23,未记录,水库,995804875,109.2751183,23.1522956,4538.039552256528,15923.466262956443
WS061,1,1,24,未记录,水库,995804875,109.2745355,23.1527766,4478.2931644365535,15976.734188524295
WS061,1,1,25,未记录,水库,995804875,109.2733549,23.152488,4357.262647175586,15944.773433183898
WS061,1,1,26,未记录,水库,995804875,109.2725778,23.1525979,4277.597379545065,15956.944212850853
WS061,1,1,27,未记录,水库,995804875,109.271457,23.152804,4162.6973255506755,15979.768577631534
WS061,1,1,28,未记录,水库,995804875,109.2712777,23.1512788,4144.316187362605,15810.861633606652
WS061,1,1,29,未记录,水库,995804875,109.2708443,23.1522269,4099.885706097412,15915.858141362882
WS061,1,1,30,未记录,水库,995804875,109.2708742,23.1529414,4102.9509377307,15994.984820818654
WS061,1,1,31,未记录,水库,995804875,109.2703063,23.1529277,4044.7320399229966,15993.467626265036
WS061,1,1,32,未记录,水库,995804875,109.270396,23.1532575,4053.9277348228625,16029.99103967922
WS061,1,1,33,未记录,水库,995804875,109.2709937,23.1534636,4115.201612653651,16052.815404459901
WS061,1,1,34,未记录,水库,995804875,109.2716064,23.1555796,4178.013232105457,16287.149979307054
WS061,1,1,35,未记录,水库,995804875,109.2722042,23.1561017,4239.297361547907,16344.969488535764
WS062,1,1,1,未记录,蓄水池,1028567646,109.1819768,23.2049625,-5010.464533363462,21756.016177896294
WS062,1,1,2,未记录,蓄水池,1028567646,109.182257,23.2049797,-4981.739519864136,21757.92097689772
WS062,1,1,3,未记录,蓄水池,1028567646,109.182299,23.2049153,-4977.433843323245,21750.789055054614
WS062,1,1,4,未记录,蓄水池,1028567646,109.1822756,23.2046535,-4979.8327202538985,21721.796242344273
WS062,1,1,5,未记录,蓄水池,1028567646,109.1821495,23.204529,-4992.760001489689,21708.008598408516
WS062,1,1,6,未记录,蓄水池,1028567646,109.1821495,23.2043273,-4992.760001489689,21685.671507790823
WS062,1,1,7,未记录,蓄水池,1028567646,109.1822149,23.2041813,-4986.055448016688,21669.502865102793
WS062,1,1,8,未记录,蓄水池,1028567646,109.1823924,23.204044,-4967.858838823956,21654.297696328602
WS062,1,1,9,未记录,蓄水池,1028567646,109.1823177,23.2039753,-4975.516792101346,21646.68957473504
WS062,1,1,10,未记录,蓄水池,1028567646,109.182369,23.2038723,-4970.257715754608,21635.282929551166
WS062,1,1,11,未记录,蓄水池,1028567646,109.1821589,23.2037306,-4991.79635007218,21619.59048661359
WS062,1,1,12,未记录,蓄水池,1028567646,109.1818974,23.2037221,-5018.604312349607,21618.64916152561
WS062,1,1,13,未记录,蓄水池,1028567646,109.1816499,23.2038251,-5043.977049112433,21630.055806709486
WS062,1,1,14,未记录,蓄水池,1028567646,109.1814817,23.2038208,-5061.220258499318,21629.57960695903
WS062,1,1,15,未记录,蓄水池,1028567646,109.1813743,23.2039238,-5072.230488513209,21640.986252142906
WS062,1,1,16,未记录,蓄水池,1028567646,109.1812856,23.2041599,-5081.3236673052015,21667.13294076384
WS062,1,1,17,未记录,蓄水池,1028567646,109.1813697,23.2044174,-5072.702062610302,21695.649553723728
WS062,1,1,18,未记录,蓄水池,1028567646,109.1814257,23.2046363,-5066.96116055481,21719.891443342847
WS062,1,1,19,未记录,蓄水池,1028567646,109.1815565,23.204735,-5053.552053611723,21730.821888776267
WS062,1,1,20,未记录,蓄水池,1028567646,109.1817012,23.204705,-5038.717972764238,21727.499564936406
WS062,1,1,21,未记录,蓄水池,1028567646,109.1819768,23.2049625,-5010.464533363462,21756.016177896294
WS063,1,1,1,酒饼塘,池塘,1028567651,109.1890829,23.2081737,-4281.974817363216,22111.637721728355
WS063,1,1,2,酒饼塘,池塘,1028567651,109.1893837,23.2080542,-4251.1379720379055,22098.403798432377
WS063,1,1,3,酒饼塘,池塘,1028567651,109.1893594,23.2075909,-4253.629113464771,22047.096043930203
WS063,1,1,4,酒饼塘,池塘,1028567651,109.1895057,23.2072919,-4238.631006845271,22013.98354965853
WS063,1,1,5,酒饼塘,池塘,1028567651,109.1897578,23.2070827,-4212.786695985353,21990.81587808097
WS063,1,1,6,酒饼塘,池塘,1028567651,109.1897171,23.2069332,-4216.959101586299,21974.259630945133
WS063,1,1,7,酒饼塘,池塘,1028567651,109.1893756,23.2070154,-4251.968352512556,21983.362798266455
WS063,1,1,8,酒饼塘,池塘,1028567651,109.1891561,23.2072172,-4274.470638247635,22005.710963296682
WS063,1,1,9,酒饼塘,池塘,1028567651,109.1890097,23.2075909,-4289.478996478796,22047.096043930203
WS063,1,1,10,酒饼塘,池塘,1028567651,109.1890829,23.2081737,-4281.974817363216,22111.637721728355
WS064,1,1,1,未记录,蓄水池,1028567658,109.1588745,23.1999163,-7378.8224182725835,21197.179159185074
WS064,1,1,2,未记录,蓄水池,1028567658,109.15922,23.1994785,-7343.403102911918,21148.69537994684
WS064,1,1,3,未记录,蓄水池,1028567658,109.1598738,23.1993583,-7276.378071415434,21135.383935761147
WS064,1,1,4,未记录,蓄水池,1028567658,109.1599019,23.1991093,-7273.497368777483,21107.80864788924
WS064,1,1,5,未记录,蓄水池,1028567658,109.1589212,23.1989204,-7374.034916022939,21086.88908210998
WS064,1,1,6,未记录,蓄水池,1028567658,109.158697,23.1991866,-7397.019027465316,21116.369168983707
WS064,1,1,7,未记录,蓄水池,1028567658,109.1585662,23.1996587,-7410.42813440986,21168.651471812256
WS064,1,1,8,未记录,蓄水池,1028567658,109.1588745,23.1999163,-7378.8224182725835,21197.179159185074
WS065,1,1,1,未记录,蓄水池,1028567659,109.157268,23.1988003,-7543.514545986778,21073.588712337216
WS065,1,1,2,未记录,蓄水池,1028567659,109.1580619,23.1988861,-7462.127007739901,21083.090558519667
WS065,1,1,3,未记录,蓄水池,1028567659,109.1581366,23.1984655,-7454.469054462511,21036.51157828325
WS065,1,1,4,未记录,蓄水池,1028567659,109.1578564,23.1983281,-7483.1940679618365,21021.295335096132
WS065,1,1,5,未记录,蓄水池,1028567659,109.157735,23.1984054,-7495.639523488872,21029.855856190206
WS065,1,1,6,未记录,蓄水池,1028567659,109.1571933,23.1982079,-7551.172499264168,21007.983890910436
WS065,1,1,7,未记录,蓄水池,1028567659,109.1570905,23.1983281,-7561.711155180967,21021.295335096132
WS065,1,1,8,未记录,蓄水池,1028567659,109.157268,23.1988003,-7543.514545986778,21073.588712337216
WS066,1,1,1,未记录,蓄水池,1028567660,109.1585195,23.1979504,-7415.2156366595045,20979.46727795055
WS066,1,1,2,未记录,蓄水池,1028567660,109.1595469,23.1984311,-7309.890587164405,21032.701980280006
WS066,1,1,3,未记录,蓄水池,1028567660,109.160154,23.1986887,-7247.653057916107,21061.229667652824
WS066,1,1,4,未记录,蓄水池,1028567660,109.1608078,23.1986028,-7180.628026419623,21051.716747057446
WS066,1,1,5,未记录,蓄水池,1028567660,109.1611908,23.198517,-7141.364357004955,21042.214900874995
WS066,1,1,6,未记录,蓄水池,1028567660,109.1619193,23.1980706,-7066.68137223108,20992.778722136245
WS066,1,1,7,未记录,蓄水池,1028567660,109.162433,23.198019,-7014.0188474835295,20987.06432513118
WS066,1,1,8,未记录,蓄水池,1028567660,109.1632456,23.1975383,-6930.714258014754,20933.829622802114
WS066,1,1,9,未记录,蓄水池,1028567660,109.1627412,23.1974439,-6982.423382956457,20923.375377118755
WS066,1,1,10,未记录,蓄水池,1028567660,109.162377,23.1974267,-7019.759749537564,20921.47057811733
WS066,1,1,11,未记录,蓄水池,1028567660,109.1620034,23.1970404,-7058.0597675361805,20878.690121470838
WS066,1,1,12,未记录,蓄水池,1028567660,109.1615177,23.1969803,-7107.851841255984,20872.034399378186
WS066,1,1,13,未记录,蓄水池,1028567660,109.1613122,23.1968172,-7128.9189014779195,20853.972032101658
WS066,1,1,14,未记录,蓄水池,1028567660,109.1612095,23.1964738,-7139.447305783056,20815.942498546392
WS066,1,1,15,未记录,蓄水池,1028567660,109.1614336,23.1962677,-7116.473445950884,20793.11813376571
WS066,1,1,16,未记录,蓄水池,1028567660,109.1612935,23.1955895,-7130.835952699818,20718.01146615648
WS066,1,1,17,未记录,蓄水池,1028567660,109.1608359,23.1956668,-7177.747323781672,20726.57198725095
WS066,1,1,18,未记录,蓄水池,1028567660,109.1611067,23.1960359,-7149.985961698398,20767.44764489523
WS066,1,1,19,未记录,蓄水池,1028567660,109.16106,23.1963793,-7154.773463948042,20805.477178450496
WS066,1,1,20,未记录,蓄水池,1028567660,109.1608452,23.1965768,-7176.793923975825,20827.34914373027
WS066,1,1,21,未记录,蓄水池,1028567660,109.1607238,23.1964909,-7189.23937950286,20817.83622313528
WS066,1,1,22,未记录,蓄水池,1028567660,109.1606864,23.1963192,-7193.073481946658,20798.821456357844
WS066,1,1,23,未记录,蓄水池,1028567660,109.1604996,23.1962763,-7212.223490946694,20794.07053326662
WS066,1,1,24,未记录,蓄水池,1028567660,109.1604062,23.1964995,-7221.798495445984,20818.78862263619
WS066,1,1,25,未记录,蓄水池,1028567660,109.1599953,23.1958986,-7263.9223642767365,20752.24247612104
WS066,1,1,26,未记录,蓄水池,1028567660,109.1597991,23.1958127,-7284.036024692824,20742.72955552605
WS066,1,1,27,未记录,蓄水池,1028567660,109.1597151,23.1959415,-7292.647377776062,20756.99339921226
WS066,1,1,28,未记录,蓄水池,1028567660,109.1598458,23.1964995,-7279.248522443179,20818.78862263619
WS066,1,1,29,未记录,蓄水池,1028567660,109.1600233,23.196551,-7261.05191324899,20824.491945227932
WS066,1,1,30,未记录,蓄水池,1028567660,109.1602194,23.1967914,-7240.948504444564,20851.11483359893
WS066,1,1,31,未记录,蓄水池,1028567660,109.160098,23.1970833,-7253.3939599715995,20883.441044562063
WS066,1,1,32,未记录,蓄水池,1028567660,109.1598178,23.1968086,-7282.118973470925,20853.01963260075
WS066,1,1,33,未记录,蓄水池,1028567660,109.159575,23.19771,-7307.009884524997,20952.84438957955
WS066,1,1,34,未记录,蓄水池,1028567660,109.1590239,23.1975726,-7363.506511717802,20937.62814639243
WS066,1,1,35,未记录,蓄水池,1028567660,109.1586316,23.1975984,-7403.723580936859,20940.485344894765
WS066,1,1,36,未记录,蓄水池,1028567660,109.1585195,23.1979504,-7415.2156366595045,20979.46727795055
WS067,1,1,1,未记录,蓄水池,1028567684,109.1785832,23.2231813,-5358.363197921322,23773.641297094502
WS067,1,1,2,未记录,蓄水池,1028567684,109.1800549,23.2220829,-5207.490241583167,23651.99994689979
WS067,1,1,3,未记录,蓄水池,1028567684,109.1799817,23.2217317,-5214.9944206987475,23613.10660914626
WS067,1,1,4,未记录,蓄水池,1028567684,109.1798435,23.221246,-5229.162146842139,23559.31818617702
WS067,1,1,5,未记录,蓄水池,1028567684,109.1795914,23.2209023,-5255.006457702058,23521.25542938336
