pattern_id,service_id,type_id,box_count,mass_kg,volume_m3,energy_kwh,flight_s,operation_s,return_soc,rho_max,medical_count,water_count,food_count,hygiene_count
S005-C-011,S005,C,2,17,0.039,3.44015575018,1001.18871553,1613.18871553,0.569980531227,0.569980531227,1,1,0,0
S005-C-012,S005,C,3,28,0.09,3.56184137235,1001.18871553,1679.18871553,0.554769828456,0.554769828456,0,1,1,1
S005-C-013,S005,C,3,34,0.089,3.64736995067,1001.18871553,1679.18871553,0.544078756166,0.544078756166,0,2,0,1
S005-C-014,S005,C,3,36,0.082,3.67932903011,1001.18871553,1679.18871553,0.540083871236,0.540083871236,0,2,1,0
S005-C-015,S005,C,3,42,0.081,3.78701267859,1001.18871553,1679.18871553,0.526623415177,0.526623415177,0,3,0,0
S005-C-016,S005,C,3,17,0.075,3.44015575018,1001.18871553,1679.18871553,0.569980531227,0.569980531227,1,0,1,1
S005-C-017,S005,C,3,23,0.074,3.5012690144,1001.18871553,1679.18871553,0.5623413732,0.5623413732,1,1,0,1
S005-B-018,S005,B,3,25,0.067,1.97363632053,946.168419293,1576.16841929,0.506590919869,0.506590919869,1,1,1,0
S005-C-018,S005,C,3,25,0.067,3.52440237379,1001.18871553,1679.18871553,0.559449703277,0.559449703277,1,1,1,0
S005-C-019,S005,C,3,31,0.066,3.60274772482,1001.18871553,1679.18871553,0.549656534397,0.549656534397,1,2,0,0
S005-C-020,S005,C,4,42,0.117,3.78701267859,1001.18871553,1745.18871553,0.526623415177,0.526623415177,0,2,1,1
S005-C-021,S005,C,4,48,0.116,3.91532146381,1001.18871553,1745.18871553,0.510584817024,0.510584817024,0,3,0,1
S005-C-022,S005,C,4,50,0.109,3.96348613329,1001.18871553,1745.18871553,0.504564233338,0.504564233338,0,3,1,0
S005-C-023,S005,C,4,31,0.102,3.60274772482,1001.18871553,1745.18871553,0.549656534397,0.549656534397,1,1,1,1
S005-C-024,S005,C,4,37,0.101,3.69600957614,1001.18871553,1745.18871553,0.537998802982,0.537998802982,1,2,0,1
S005-C-025,S005,C,4,39,0.094,3.73084326464,1001.18871553,1745.18871553,0.533644591919,0.533644591919,1,2,1,0
S005-C-026,S005,C,4,45,0.093,3.8483163612,1001.18871553,1745.18871553,0.51896045485,0.51896045485,1,3,0,0
S005-C-027,S005,C,5,56,0.144,4.12740665748,1001.18871553,1811.18871553,0.484074167815,0.484074167815,0,3,1,1
S005-C-028,S005,C,5,45,0.129,3.8483163612,1001.18871553,1811.18871553,0.51896045485,0.51896045485,1,2,1,1
S005-C-029,S005,C,5,51,0.128,3.98870052228,1001.18871553,1811.18871553,0.501412434716,0.501412434716,1,3,0,1
S005-C-030,S005,C,5,53,0.121,4.0415500928,1001.18871553,1811.18871553,0.4948062384,0.4948062384,1,3,1,0
S005-C-031,S005,C,6,59,0.156,4.22213737338,1001.18871553,1877.18871553,0.472232828328,0.472232828328,1,3,1,1
S006-A-001,S006,A,1,6,0.035,1.24297743415,743.476639757,1253.47663976,0.723782792411,0.723782792411,0,0,0,1
S006-B-001,S006,B,1,6,0.035,1.00514048789,637.270011357,1147.27001136,0.748714878027,0.748714878027,0,0,0,1
S006-C-001,S006,C,1,6,0.035,2.05372687291,685.552624484,1231.55262448,0.743284140886,0.743284140886,0,0,0,1
S006-A-002,S006,A,1,8,0.028,1.25251375242,743.476639757,1253.47663976,0.721663610573,0.721663610573,0,0,1,0
S006-B-002,S006,B,1,8,0.028,1.01734861437,637.270011357,1147.27001136,0.745662846407,0.745662846407,0,0,1,0
S006-C-002,S006,C,1,8,0.028,2.06154942077,685.552624484,1231.55262448,0.742306322404,0.742306322404,0,0,1,0
S006-A-003,S006,A,1,14,0.027,1.28884751966,743.476639757,1253.47663976,0.713589440076,0.713589440076,0,1,0,0
S006-B-003,S006,B,1,14,0.027,1.06624211306,637.270011357,1147.27001136,0.733439471735,0.733439471735,0,1,0,0
S006-C-003,S006,C,1,14,0.027,2.09021026124,685.552624484,1231.55262448,0.738723717345,0.738723717345,0,1,0,0
S006-A-004,S006,A,1,3,0.012,1.23126859384,743.476639757,1253.47663976,0.726384756924,0.726384756924,1,0,0,0
S006-B-004,S006,B,1,3,0.012,0.990544739466,637.270011357,1147.27001136,0.752363815133,0.752363815133,1,0,0,0
S006-C-004,S006,C,1,3,0.012,2.04390557339,685.552624484,1231.55262448,0.744511803327,0.744511803327,1,0,0,0
S006-B-005,S006,B,2,14,0.063,1.06624211306,637.270011357,1207.27001136,0.733439471735,0.733439471735,0,0,1,1
S006-C-005,S006,C,2,14,0.063,2.09021026124,685.552624484,1297.55262448,0.738723717345,0.738723717345,0,0,1,1
S006-B-006,S006,B,2,20,0.062,1.13811732561,637.270011357,1207.27001136,0.715470668599,0.715470668599,0,1,0,1
S006-C-006,S006,C,2,20,0.062,2.12613867814,685.552624484,1297.55262448,0.734232665233,0.734232665233,0,1,0,1
S006-A-007,S006,A,2,22,0.055,1.35701167027,743.476639757,1313.47663976,0.698441851051,0.698441851051,0,1,1,0
S006-B-007,S006,B,2,22,0.055,1.16904428484,637.270011357,1207.27001136,0.707738928789,0.707738928789,0,1,1,0
S006-C-007,S006,C,2,22,0.055,2.13973130226,685.552624484,1297.55262448,0.732533587217,0.732533587217,0,1,1,0
S006-B-008,S006,B,2,28,0.054,1.29351792281,637.270011357,1207.27001136,0.676620519297,0.676620519297,0,2,0,0
S006-C-008,S006,C,2,28,0.054,2.18562917176,685.552624484,1297.55262448,0.72679635353,0.72679635353,0,2,0,0
S006-A-009,S006,A,2,9,0.047,1.25776679403,743.476639757,1313.47663976,0.720496267993,0.720496267993,1,0,0,1
S006-B-009,S006,B,2,9,0.047,1.02418510572,637.270011357,1207.27001136,0.743953723571,0.743953723571,1,0,0,1
S006-C-009,S006,C,2,9,0.047,2.0658011979,685.552624484,1297.55262448,0.741774850263,0.741774850263,1,0,0,1
S006-A-010,S006,A,2,11,0.04,1.26922911348,743.476639757,1313.47663976,0.717949085893,0.717949085893,1,0,1,0
S006-B-010,S006,B,2,11,0.04,1.03937332933,637.270011357,1207.27001136,0.740156667668,0.740156667668,1,0,1,0
S006-C-010,S006,C,2,11,0.04,2.07494779074,685.552624484,1297.55262448,0.740631526158,0.740631526158,1,0,1,0
S006-A-011,S006,A,2,17,0.039,1.31153128936,743.476639757,1313.47663976,0.708548602364,0.708548602364,1,1,0,0
S006-B-011,S006,B,2,17,0.039,1.09874729527,637.270011357,1207.27001136,0.725313176183,0.725313176183,1,1,0,0
S006-C-011,S006,C,2,17,0.039,2.10727493408,685.552624484,1297.55262448,0.73659063324,0.73659063324,1,1,0,0
S006-C-012,S006,C,3,28,0.09,2.18562917176,685.552624484,1363.55262448,0.72679635353,0.72679635353,0,1,1,1
S006-C-013,S006,C,3,34,0.089,2.23992533075,685.552624484,1363.55262448,0.720009333656,0.720009333656,0,2,0,1
S006-C-014,S006,C,3,36,0.082,2.26010543826,685.552624484,1363.55262448,0.717486820217,0.717486820217,0,2,1,0
S006-C-015,S006,C,3,42,0.081,2.32776950009,685.552624484,1363.55262448,0.709028812489,0.709028812489,0,3,0,0
S006-C-016,S006,C,3,17,0.075,2.10727493408,685.552624484,1363.55262448,0.73659063324,0.73659063324,1,0,1,1
S006-C-017,S006,C,3,23,0.074,2.14683940663,685.552624484,1363.55262448,0.731645074172,0.731645074172,1,1,0,1
S006-B-018,S006,B,3,25,0.067,1.22431678202,637.270011357,1267.27001136,0.693920804496,0.693920804496,1,1,1,0
S006-C-018,S006,C,3,25,0.067,2.16169426049,685.552624484,1363.55262448,0.729788217439,0.729788217439,1,1,1,0
S006-C-019,S006,C,3,31,0.066,2.21165621138,685.552624484,1363.55262448,0.723542973578,0.723542973578,1,2,0,0
S006-C-020,S006,C,4,42,0.117,2.32776950009,685.552624484,1429.55262448,0.709028812489,0.709028812489,0,2,1,1
S006-C-021,S006,C,4,48,0.116,2.40787833515,685.552624484,1429.55262448,0.699015208106,0.699015208106,0,3,0,1
S006-C-022,S006,C,4,50,0.109,2.43783655447,685.552624484,1429.55262448,0.695270430691,0.695270430691,0,3,1,0
S006-C-023,S006,C,4,31,0.102,2.21165621138,685.552624484,1429.55262448,0.723542973578,0.723542973578,1,1,1,1
S006-C-024,S006,C,4,37,0.101,2.27061846446,685.552624484,1429.55262448,0.716172691942,0.716172691942,1,2,0,1
S006-C-025,S006,C,4,39,0.094,2.29253305056,685.552624484,1429.55262448,0.71343336868,0.71343336868,1,2,1,0
S006-C-026,S006,C,4,45,0.093,2.36610385923,685.552624484,1429.55262448,0.704237017596,0.704237017596,1,3,0,0
S006-C-027,S006,C,5,56,0.144,2.539432763,685.552624484,1495.55262448,0.682570904625,0.682570904625,0,3,1,1
S006-C-028,S006,C,5,45,0.129,2.36610385923,685.552624484,1495.55262448,0.704237017596,0.704237017596,1,2,1,1
S006-C-029,S006,C,5,51,0.128,2.45349872183,685.552624484,1495.55262448,0.693312659772,0.693312659772,1,3,0,1
S006-C-030,S006,C,5,53,0.121,2.48628371179,685.552624484,1495.55262448,0.689214536026,0.689214536026,1,3,1,0
S006-C-031,S006,C,6,59,0.156,2.59793629019,685.552624484,1561.55262448,0.675257963726,0.675257963726,1,3,1,1
S007-A-001,S007,A,1,6,0.035,1.80594307171,1157.46688583,1667.46688583,0.598679317398,0.598679317398,0,0,0,1
S007-B-001,S007,B,1,6,0.035,1.46488248385,1006.30964,1516.30964,0.633779379037,0.633779379037,0,0,0,1
S007-C-001,S007,C,1,6,0.035,2.95978075325,1097.60069833,1643.60069833,0.630027405844,0.630027405844,0,0,0,1
S007-A-002,S007,A,1,8,0.028,1.81985584706,1157.46688583,1667.46688583,0.595587589543,0.595587589543,0,0,1,0
S007-B-002,S007,B,1,8,0.028,1.48259787657,1006.30964,1516.30964,0.629350530859,0.629350530859,0,0,1,0
S007-C-002,S007,C,1,8,0.028,2.97125442644,1097.60069833,1643.60069833,0.628593196695,0.628593196695,0,0,1,0
S007-A-003,S007,A,1,14,0.027,1.87258841505,1157.46688583,1667.46688583,0.5838692411,0.5838692411,0,1,0,0
S007-B-003,S007,B,1,14,0.027,1.55320592411,1006.30964,1516.30964,0.611698518972,0.611698518972,0,1,0,0
S007-C-003,S007,C,1,14,0.027,3.01306659808,1097.60069833,1643.60069833,0.623366675241,0.623366675241,0,1,0,0
S007-A-004,S007,A,1,3,0.012,1.78876811649,1157.46688583,1667.46688583,0.602495974113,0.602495974113,1,0,0,0
S007-B-004,S007,B,1,3,0.012,1.44359877302,1006.30964,1516.30964,0.639100306744,0.639100306744,1,0,0,0
S007-C-004,S007,C,1,3,0.012,2.94529221667,1097.60069833,1643.60069833,0.631838472916,0.631838472916,1,0,0,0
S007-B-005,S007,B,2,14,0.063,1.55320592411,1006.30964,1576.30964,0.611698518972,0.611698518972,0,0,1,1
S007-C-005,S007,C,2,14,0.063,3.01306659808,1097.60069833,1709.60069833,0.623366675241,0.623366675241,0,0,1,1
S007-B-006,S007,B,2,20,0.062,1.65652240638,1006.30964,1576.30964,0.585869398405,0.585869398405,0,1,0,1
S007-C-006,S007,C,2,20,0.062,3.06522225631,1097.60069833,1709.60069833,0.616847217961,0.616847217961,0,1,0,1
S007-A-007,S007,A,2,22,0.055,1.97096350567,1157.46688583,1727.46688583,0.56200810985,0.56200810985,0,1,1,0
S007-B-007,S007,B,2,22,0.055,1.70087914199,1006.30964,1576.30964,0.574780214503,0.574780214503,0,1,1,0
S007-C-007,S007,C,2,22,0.055,3.08490811786,1097.60069833,1709.60069833,0.614386485268,0.614386485268,0,1,1,0
S007-B-008,S007,B,2,28,0.054,1.87905567058,1006.30964,1576.30964,0.530236082356,0.530236082356,0,2,0,0
S007-C-008,S007,C,2,28,0.054,3.1512526739,1097.60069833,1709.60069833,0.606093415762,0.606093415762,0,2,0,0
S007-A-009,S007,A,2,9,0.047,1.8275023376,1157.46688583,1727.46688583,0.593888369422,0.593888369422,1,0,0,1
S007-B-009,S007,B,2,9,0.047,1.492497992,1006.30964,1576.30964,0.626875502001,0.626875502001,1,0,0,1
S007-C-009,S007,C,2,9,0.047,2.97747587993,1097.60069833,1709.60069833,0.627815515009,0.627815515009,1,0,0,1
S007-A-010,S007,A,2,11,0.04,1.84415626985,1157.46688583,1727.46688583,0.590187495588,0.590187495588,1,0,1,0
S007-B-010,S007,B,2,11,0.04,1.51445477041,1006.30964,1576.30964,0.621386307397,0.621386307397,1,0,1,0
S007-C-010,S007,C,2,11,0.04,2.99083398346,1097.60069833,1709.60069833,0.626145752067,0.626145752067,1,0,1,0
S007-A-011,S007,A,2,17,0.039,1.90538330026,1157.46688583,1727.46688583,0.576581488831,0.576581488831,1,1,0,0
S007-B-011,S007,B,2,17,0.039,1.59997901094,1006.30964,1576.30964,0.600005247265,0.600005247265,1,1,0,0
S007-C-011,S007,C,2,17,0.039,3.03786417448,1097.60069833,1709.60069833,0.62026697819,0.62026697819,1,1,0,0
S007-C-012,S007,C,3,28,0.09,3.1512526739,1097.60069833,1775.60069833,0.606093415762,0.606093415762,0,1,1,1
S007-C-013,S007,C,3,34,0.089,3.22954998967,1097.60069833,1775.60069833,0.596306251292,0.596306251292,0,2,0,1
S007-C-014,S007,C,3,36,0.082,3.25861140395,1097.60069833,1775.60069833,0.592673574506,0.592673574506,0,2,1,0
S007-C-015,S007,C,3,17,0.075,3.03786417448,1097.60069833,1775.60069833,0.62026697819,0.62026697819,1,0,1,1
S007-C-016,S007,C,3,23,0.074,3.0951948031,1097.60069833,1775.60069833,0.613100649613,0.613100649613,1,1,0,1
S007-B-017,S007,B,3,25,0.067,1.780055523,1006.30964,1636.30964,0.554986119249,0.554986119249,1,1,1,0
S007-C-017,S007,C,3,25,0.067,3.11667711721,1097.60069833,1775.60069833,0.610415360348,0.610415360348,1,1,1,0
S007-C-018,S007,C,3,31,0.066,3.1888058259,1097.60069833,1775.60069833,0.601399271762,0.601399271762,1,2,0,0
S007-C-019,S007,C,4,42,0.117,3.355934419,1097.60069833,1841.60069833,0.580508197624,0.580508197624,0,2,1,1
S007-C-020,S007,C,4,31,0.102,3.1888058259,1097.60069833,1841.60069833,0.601399271762,0.601399271762,1,1,1,1
S007-C-021,S007,C,4,37,0.101,3.2737441013,1097.60069833,1841.60069833,0.590781987338,0.590781987338,1,2,0,1
S007-C-022,S007,C,4,39,0.094,3.30527409037,1097.60069833,1841.60069833,0.586840738704,0.586840738704,1,2,1,0
S007-C-023,S007,C,5,45,0.129,3.41100380846,1097.60069833,1907.60069833,0.573624523942,0.573624523942,1,2,1,1
S008-A-001,S008,A,1,6,0.035,3.04102367564,1601.14542887,2111.14542887,0.32421696097,0.32421696097,0,0,0,1
S008-B-001,S008,B,1,6,0.035,2.44527809892,1331.84174724,1841.84174724,0.38868047527,0.38868047527,0,0,0,1
S008-C-001,S008,C,1,6,0.035,5.09695348674,1389.71152467,1935.71152467,0.362880814157,0.362880814157,0,0,0,1
S008-A-002,S008,A,1,8,0.028,3.06248584984,1601.14542887,2111.14542887,0.319447588925,0.319447588925,0,0,1,0
S008-B-002,S008,B,1,8,0.028,2.47351506483,1331.84174724,1841.84174724,0.381621233791,0.381621233791,0,0,1,0
S008-C-002,S008,C,1,8,0.028,5.11407012535,1389.71152467,1935.71152467,0.360741234331,0.360741234331,0,0,1,0
S008-A-003,S008,A,1,14,0.027,3.14645985445,1601.14542887,2111.14542887,0.300786699011,0.300786699011,0,1,0,0
S008-B-003,S008,B,1,14,0.027,2.58933625235,1331.84174724,1841.84174724,0.352665936912,0.352665936912,0,1,0,0
S008-C-003,S008,C,1,14,0.027,5.17858821221,1389.71152467,1935.71152467,0.352676473474,0.352676473474,0,1,0,0
S008-A-004,S008,A,1,3,0.012,3.01541206219,1601.14542887,2111.14542887,0.329908430623,0.329908430623,1,0,0,0
S008-B-004,S008,B,1,3,0.012,2.41234627395,1331.84174724,1841.84174724,0.396913431513,0.396913431513,1,0,0,0
S008-C-004,S008,C,1,3,0.012,5.07612803109,1389.71152467,1935.71152467,0.365483996114,0.365483996114,1,0,0,0
S008-B-005,S008,B,2,14,0.063,2.58933625235,1331.84174724,1901.84174724,0.352665936912,0.352665936912,0,0,1,1
S008-C-005,S008,C,2,14,0.063,5.17858821221,1389.71152467,2001.71152467,0.352676473474,0.352676473474,0,0,1,1
S008-B-006,S008,B,2,20,0.062,2.76343120532,1331.84174724,1901.84174724,0.309142198671,0.309142198671,0,1,0,1
S008-C-006,S008,C,2,20,0.062,5.26153438702,1389.71152467,2001.71152467,0.342308201622,0.342308201622,0,1,0,1
S008-A-007,S008,A,2,22,0.055,3.30842615667,1601.14542887,2171.14542887,0.264794187406,0.264794187406,0,1,1,0
S008-B-007,S008,B,2,22,0.055,2.83913272833,1331.84174724,1901.84174724,0.290216817918,0.290216817918,0,1,1,0
S008-C-007,S008,C,2,22,0.055,5.29328196541,1389.71152467,2001.71152467,0.338339754324,0.338339754324,0,1,1,0
S008-B-008,S008,B,2,28,0.054,3.14659929687,1331.84174724,1901.84174724,0.213350175783,0.213350175783,0,2,0,0
S008-C-008,S008,C,2,28,0.054,5.40150726196,1389.71152467,2001.71152467,0.324811592256,0.324811592256,0,2,0,0
S008-A-009,S008,A,2,9,0.047,3.07444643303,1601.14542887,2171.14542887,0.316789681548,0.316789681548,1,0,0,1
S008-B-009,S008,B,2,9,0.047,2.48949073494,1331.84174724,1901.84174724,0.377627316265,0.377627316265,1,0,0,1
S008-C-009,S008,C,2,9,0.047,5.12349184431,1389.71152467,2001.71152467,0.359563519461,0.359563519461,1,0,0,1
S008-A-010,S008,A,2,11,0.04,3.10079228742,1601.14542887,2171.14542887,0.31093504724,0.31093504724,1,0,1,0
S008-B-010,S008,B,2,11,0.04,2.52528420785,1331.84174724,1901.84174724,0.368678948038,0.368678948038,1,0,1,0
S008-C-010,S008,C,2,11,0.04,5.14396580812,1389.71152467,2001.71152467,0.357004273985,0.357004273985,1,0,1,0
S008-A-011,S008,A,2,17,0.039,3.19990013487,1601.14542887,2171.14542887,0.28891108114,0.28891108114,1,1,0,0
S008-B-011,S008,B,2,17,0.039,2.66768027547,1331.84174724,1901.84174724,0.333079931132,0.333079931132,1,1,0,0
S008-C-011,S008,C,2,17,0.039,5.21778038501,1389.71152467,2001.71152467,0.347777451873,0.347777451873,1,1,0,0
S008-C-012,S008,C,3,28,0.09,5.40150726196,1389.71152467,2067.71152467,0.324811592256,0.324811592256,0,1,1,1
S008-C-013,S008,C,3,34,0.089,5.53102774802,1389.71152467,2067.71152467,0.308621531497,0.308621531497,0,2,0,1
S008-C-014,S008,C,3,36,0.082,5.57947893102,1389.71152467,2067.71152467,0.302565133623,0.302565133623,0,2,1,0
S008-C-015,S008,C,3,17,0.075,5.21778038501,1389.71152467,2067.71152467,0.347777451873,0.347777451873,1,0,1,1
S008-C-016,S008,C,3,23,0.074,5.30994635322,1389.71152467,2067.71152467,0.336256705847,0.336256705847,1,1,0,1
S008-B-017,S008,B,3,25,0.067,2.97520687463,1331.84174724,1961.84174724,0.256198281342,0.256198281342,1,1,1,0
S008-C-017,S008,C,3,25,0.067,5.34489451447,1389.71152467,2067.71152467,0.331888185692,0.331888185692,1,1,1,0
S008-C-018,S008,C,3,31,0.066,5.46342493131,1389.71152467,2067.71152467,0.317071883587,0.317071883587,1,2,0,0
S008-C-019,S008,C,4,42,0.117,5.74289584618,1389.71152467,2133.71152467,0.282138019228,0.282138019228,0,2,1,1
S008-C-020,S008,C,4,31,0.102,5.46342493131,1389.71152467,2133.71152467,0.317071883587,0.317071883587,1,1,1,1
S008-C-021,S008,C,4,37,0.101,5.60477703596,1389.71152467,2133.71152467,0.299402870505,0.299402870505,1,2,0,1
S008-C-022,S008,C,4,39,0.094,5.65762626336,1389.71152467,2133.71152467,0.29279671708,0.29279671708,1,2,1,0
S008-C-023,S008,C,5,45,0.129,5.83602066813,1389.71152467,2199.71152467,0.270497416483,0.270497416483,1,2,1,1
S009-A-001,S009,A,1,8,0.028,2.15807996022,1118.63964598,1628.63964598,0.520426675507,0.520426675507,0,0,1,0
S009-B-001,S009,B,1,8,0.028,1.74247178877,928.462864417,1438.46286442,0.564382052809,0.564382052809,0,0,1,0
S009-C-001,S009,C,1,8,0.028,3.60687326084,966.589168542,1512.58916854,0.549140842395,0.549140842395,0,0,1,0
S009-A-002,S009,A,1,14,0.027,2.21720742208,1118.63964598,1628.63964598,0.507287239537,0.507287239537,0,1,0,0
S009-B-002,S009,B,1,14,0.027,1.82408908333,928.462864417,1438.46286442,0.543977729167,0.543977729167,0,1,0,0
S009-C-002,S009,C,1,14,0.027,3.65226134938,966.589168542,1512.58916854,0.543467331328,0.543467331328,0,1,0,0
S009-A-003,S009,A,1,3,0.012,2.12498180227,1118.63964598,1628.63964598,0.527781821718,0.527781821718,1,0,0,0
S009-B-003,S009,B,1,3,0.012,1.69942002626,928.462864417,1438.46286442,0.575144993435,0.575144993435,1,0,0,0
S009-C-003,S009,C,1,3,0.012,3.58022371899,966.589168542,1512.58916854,0.552472035126,0.552472035126,1,0,0,0
S009-A-004,S009,A,2,22,0.055,2.33135370062,1118.63964598,1688.63964598,0.481921399861,0.481921399861,0,1,1,0
S009-B-004,S009,B,2,22,0.055,2.00025924387,928.462864417,1498.46286442,0.499935189034,0.499935189034,0,1,1,0
S009-C-004,S009,C,2,22,0.055,3.73302471545,966.589168542,1578.58916854,0.533371910569,0.533371910569,0,1,1,0
S009-A-005,S009,A,2,11,0.04,2.18504455122,1118.63964598,1688.63964598,0.514434544174,0.514434544174,1,0,1,0
S009-B-005,S009,B,2,11,0.04,1.77894346847,928.462864417,1498.46286442,0.555264132883,0.555264132883,1,0,1,0
S009-C-005,S009,C,2,11,0.04,3.62789834789,966.589168542,1578.58916854,0.546512706514,0.546512706514,1,0,1,0
S009-A-006,S009,A,2,17,0.039,2.25485922503,1118.63964598,1688.63964598,0.498920172216,0.498920172216,1,1,0,0
S009-B-006,S009,B,2,17,0.039,1.87932740276,928.462864417,1498.46286442,0.53016814931,0.53016814931,1,1,0,0
S009-C-006,S009,C,2,17,0.039,3.67985142857,966.589168542,1578.58916854,0.540018571429,0.540018571429,1,1,0,0
S009-B-007,S009,B,3,25,0.067,2.09626540189,928.462864417,1558.46286442,0.475933649528,0.475933649528,1,1,1,0
S009-C-007,S009,C,3,25,0.067,3.76938581169,966.589168542,1644.58916854,0.528826773539,0.528826773539,1,1,1,0
S010-A-001,S010,A,1,8,0.028,1.8679649735,1084.89266991,1594.89266991,0.584896672556,0.584896672556,0,0,1,0
S010-B-001,S010,B,1,8,0.028,1.51563501938,925.403519709,1435.40351971,0.621091245154,0.621091245154,0,0,1,0
S010-C-001,S010,C,1,8,0.028,3.08289989234,990.732364916,1536.73236492,0.614637513457,0.614637513457,0,0,1,0
S010-A-002,S010,A,1,14,0.027,1.92139048473,1084.89266991,1594.89266991,0.573024336727,0.573024336727,0,1,0,0
S010-B-002,S010,B,1,14,0.027,1.58792132044,925.403519709,1435.40351971,0.603019669891,0.603019669891,0,1,0,0
S010-C-002,S010,C,1,14,0.027,3.12480306652,990.732364916,1536.73236492,0.609399616685,0.609399616685,0,1,0,0
S010-A-003,S010,A,1,3,0.012,1.8370084271,1084.89266991,1594.89266991,0.591775905089,0.591775905089,1,0,0,0
S010-B-003,S010,B,1,3,0.012,1.47633101901,925.403519709,1435.40351971,0.630917245248,0.630917245248,1,0,0,0
S010-C-003,S010,C,1,3,0.012,3.05735138941,990.732364916,1536.73236492,0.617831076323,0.617831076323,1,0,0,0
S010-A-004,S010,A,2,22,0.055,2.02223646419,1084.89266991,1654.89266991,0.55061411907,0.55061411907,0,1,1,0
S010-B-004,S010,B,2,22,0.055,1.74078277807,925.403519709,1495.40351971,0.564804305482,0.564804305482,0,1,1,0
S010-C-004,S010,C,2,22,0.055,3.19765292418,990.732364916,1602.73236492,0.600293384478,0.600293384478,0,1,1,0
S010-A-005,S010,A,2,11,0.04,1.89249799605,1084.89266991,1654.89266991,0.579444889768,0.579444889768,1,0,1,0
S010-B-005,S010,B,2,11,0.04,1.54814103152,925.403519709,1495.40351971,0.612964742121,0.612964742121,1,0,1,0
S010-C-005,S010,C,2,11,0.04,3.10245183134,990.732364916,1602.73236492,0.612193521082,0.612193521082,1,0,1,0
S010-A-006,S010,A,2,17,0.039,1.95488619103,1084.89266991,1654.89266991,0.565580846437,0.565580846437,1,1,0,0
S010-B-006,S010,B,2,17,0.039,1.63616571765,925.403519709,1495.40351971,0.590958570588,0.590958570588,1,1,0,0
S010-C-006,S010,C,2,17,0.039,3.14986064617,990.732364916,1602.73236492,0.606267419229,0.606267419229,1,1,0,0
S010-B-007,S010,B,3,25,0.067,1.82321656412,925.403519709,1555.40351971,0.544195858969,0.544195858969,1,1,1,0
S010-C-007,S010,C,3,25,0.067,3.23006619701,990.732364916,1668.73236492,0.596241725374,0.596241725374,1,1,1,0
S011-A-001,S011,A,1,8,0.028,1.10143458217,652.028309898,1162.0283099,0.755236759518,0.755236759518,0,0,1,0
S011-B-001,S011,B,1,8,0.028,0.894258619452,558.424762831,1068.42476283,0.776435345137,0.776435345137,0,0,1,0
S011-C-001,S011,C,1,8,0.028,1.81446714909,600.24534796,1146.24534796,0.773191606364,0.773191606364,0,0,1,0
S011-A-002,S011,A,1,14,0.027,1.13249321953,652.028309898,1162.0283099,0.748334840104,0.748334840104,0,1,0,0
S011-B-002,S011,B,1,14,0.027,0.936386579249,558.424762831,1068.42476283,0.765903355188,0.765903355188,0,1,0,0
S011-C-002,S011,C,1,14,0.027,1.83876337273,600.24534796,1146.24534796,0.770154578409,0.770154578409,0,1,0,0
S011-A-003,S011,A,1,3,0.012,1.08351346038,652.028309898,1162.0283099,0.759219231028,0.759219231028,1,0,0,0
S011-B-003,S011,B,1,3,0.012,0.871438410165,558.424762831,1068.42476283,0.782140397459,0.782140397459,1,0,0,0
S011-C-003,S011,C,1,3,0.012,1.79971998647,600.24534796,1146.24534796,0.775035001691,0.775035001691,1,0,0,0
S011-A-004,S011,A,2,22,0.055,1.19128388004,652.028309898,1222.0283099,0.735270248879,0.735270248879,0,1,1,0
S011-B-004,S011,B,2,22,0.055,1.02570491674,558.424762831,1128.42476283,0.743573770814,0.743573770814,0,1,1,0
S011-C-004,S011,C,2,22,0.055,1.88112322085,600.24534796,1212.24534796,0.764859597393,0.764859597393,0,1,1,0
S011-A-005,S011,A,2,11,0.04,1.11568462419,652.028309898,1222.0283099,0.752070083512,0.752070083512,1,0,1,0
S011-B-005,S011,B,2,11,0.04,0.913187977312,558.424762831,1128.42476283,0.771703005672,0.771703005672,1,0,1,0
S011-C-005,S011,C,2,11,0.04,1.82579381302,600.24534796,1212.24534796,0.771775773373,0.771775773373,1,0,1,0
S011-A-006,S011,A,2,17,0.039,1.15200342496,652.028309898,1222.0283099,0.743999238897,0.743999238897,1,1,0,0
S011-B-006,S011,B,2,17,0.039,0.964552732633,558.424762831,1128.42476283,0.758861816842,0.758861816842,1,1,0,0
S011-C-006,S011,C,2,17,0.039,1.85332127523,600.24534796,1212.24534796,0.768334840597,0.768334840597,1,1,0,0
S011-B-007,S011,B,3,25,0.067,1.07393668627,558.424762831,1188.42476283,0.731515828432,0.731515828432,1,1,1,0
S011-C-007,S011,C,3,25,0.067,1.89999815038,600.24534796,1278.24534796,0.762500231202,0.762500231202,1,1,1,0
S012-A-001,S012,A,1,8,0.028,2.83042498207,1539.19815302,2049.19815302,0.371016670651,0.371016670651,0,0,1,0
S012-B-001,S012,B,1,8,0.028,2.2896883869,1292.82681425,1802.82681425,0.427577903275,0.427577903275,0,0,1,0
S012-C-001,S012,C,1,8,0.028,4.70726983166,1362.67714589,1908.67714589,0.411591271042,0.411591271042,0,0,1,0
S012-A-002,S012,A,1,14,0.027,2.90863916246,1539.19815302,2049.19815302,0.353635741676,0.353635741676,0,1,0,0
