scenario,flight_id,service_id,type_id,pattern_id,box_ids,box_count,mass_kg,volume_m3,flight_s,prepare_s,loading_s,handover_s,operation_s,energy_kwh,return_soc,reserve_fraction,max_safe_payload_kg,rated_mass_utilization,safe_mass_utilization,volume_utilization,energy_budget_utilization,out_horizontal_kwh,out_climb_kwh,back_horizontal_kwh,back_climb_kwh,medical_count,water_count,food_count,hygiene_count
rho_0.325,Q1-008,S004,C,S004-C-023,S004-MED-01;S004-WAT-03;S004-FOD-01;S004-HYG-01,4,31,0.102,1425.05471881,300,120,324,2169.05471881,5.25005705327,0.343742868341,0.325,37.5690658025,0.3875,0.825146948369,0.408,0.972232787643,2.72808864327,0.103277803296,2.37374819877,0.0449424079364,1,1,1,1
rho_0.325,Q1-009,S005,C,S005-C-031,S005-MED-01;S005-WAT-01;S005-WAT-02;S005-WAT-03;S005-FOD-01;S005-HYG-01,6,59,0.156,1001.18871553,300,180,396,1877.18871553,4.22213737338,0.472232828328,0.325,80,0.7375,0.7375,0.624,0.781877291366,2.46567812041,0.0969081407472,1.62479795969,0.03475315253,1,3,1,1
rho_0.325,Q1-010,S006,C,S006-C-031,S006-MED-01;S006-WAT-01;S006-WAT-02;S006-WAT-03;S006-FOD-01;S006-HYG-01,6,59,0.156,685.552624484,300,180,396,1561.55262448,2.59793629019,0.675257963726,0.325,80,0.7375,0.7375,0.624,0.481099312998,1.48773826115,0.116262835547,0.980368877538,0.0135663159528,1,3,1,1
rho_0.325,Q1-011,S007,C,S007-C-023,S007-MED-01;S007-WAT-01;S007-WAT-02;S007-FOD-01;S007-HYG-01,5,45,0.129,1097.60069833,300,150,360,1907.60069833,3.41100380846,0.573624523942,0.325,80,0.5625,0.5625,0.516,0.631667371938,1.80542402488,0.167049729121,1.39529765385,0.0432324006141,1,2,1,1
rho_0.325,Q1-012,S008,C,S008-C-007,S008-WAT-01;S008-FOD-01,2,22,0.055,1389.71152467,300,60,252,2001.71152467,5.29328196541,0.338339754324,0.325,27.9235419857,0.275,0.787865665871,0.22,0.980237401001,2.69516566399,0.0852585975545,2.48588013815,0.0269775657099,0,1,1,0
rho_0.325,Q1-013,S008,C,S008-C-016,S008-MED-01;S008-WAT-02;S008-HYG-01,3,23,0.074,1389.71152467,300,90,288,2067.71152467,5.30994635322,0.336256705847,0.325,27.9235419857,0.2875,0.823677741592,0.296,0.983323398745,2.71090231951,0.0861863298456,2.48588013815,0.0269775657099,1,1,0,1
rho_0.325,Q1-014,S009,B,S009-B-007,S009-MED-01;S009-WAT-01;S009-FOD-01,3,25,0.067,928.462864417,300,90,240,1558.46286442,2.09626540189,0.475933649528,0.325,30,0.833333333333,0.833333333333,0.917808219178,0.776394593292,1.209308581,0.0563640315551,0.815043349571,0.0155494397625,1,1,1,0
rho_0.325,Q1-015,S010,B,S010-B-007,S010-MED-01;S010-WAT-01;S010-FOD-01,3,25,0.067,925.403519709,300,90,240,1555.40351971,1.82321656412,0.544195858969,0.325,30,0.833333333333,0.833333333333,0.917808219178,0.675265394119,1.01417005969,0.104855063432,0.683524929429,0.0206665115722,1,1,1,0
rho_0.325,Q1-016,S011,B,S011-B-007,S011-MED-01;S011-WAT-01;S011-FOD-01,3,25,0.067,558.424762831,300,90,240,1188.42476283,1.07393668627,0.731515828432,0.325,30,0.833333333333,0.833333333333,0.917808219178,0.397754328249,0.595212368971,0.0570902831109,0.401158058857,0.0204759753335,1,1,1,0
rho_0.325,Q1-017,S012,C,S012-C-007,S012-MED-01;S012-WAT-01;S012-FOD-01,3,25,0.067,1362.67714589,300,90,288,2040.67714589,4.92237948039,0.384702564951,0.325,45.7824835375,0.3125,0.546060372184,0.268,0.911551755628,2.51033228214,0.10254431936,2.27419697323,0.0353059056564,1,1,1,0
rho_0.325,Q1-018,S013,B,S013-B-007,S013-MED-01;S013-WAT-01;S013-FOD-01,3,25,0.067,880.511588782,300,90,240,1510.51158878,1.82482819123,0.543792952192,0.325,30,0.833333333333,0.833333333333,0.917808219178,0.675862293048,1.02791842487,0.0924419175829,0.692790979286,0.0116768694963,1,1,1,0
rho_0.325,Q1-019,S014,B,S014-B-007,S014-MED-01;S014-WAT-01;S014-FOD-01,3,25,0.067,1239.74767529,300,90,240,1869.74767529,2.14029097817,0.464927255459,0.325,30,0.833333333333,0.833333333333,0.917808219178,0.792700362283,1.14873675231,0.158080265437,0.774219471429,0.0592544889943,1,1,1,0
rho_0.325,Q1-020,S015,B,S015-B-007,S015-MED-01;S015-WAT-01;S015-FOD-01,3,25,0.067,1198.32756016,300,90,240,1828.32756016,2.30752850568,0.423117873579,0.325,30,0.833333333333,0.833333333333,0.917808219178,0.85464018729,1.27384289393,0.151219651492,0.858537841714,0.023928118547,1,1,1,0
rho_0.350,Q1-001,S001,C,S001-C-100,S001-WAT-01;S001-WAT-02;S001-WAT-03;S001-WAT-04;S001-WAT-05;S001-HYG-01,6,76,0.17,618.175045922,300,180,396,1494.17504592,2.91758809603,0.635301487996,0.35,80,0.95,0.95,0.68,0.561074633852,1.87409925967,0.0802371984274,0.939699571692,0.0235520662372,0,5,0,1
rho_0.350,Q1-002,S001,C,S001-C-223,S001-MED-01;S001-MED-02;S001-WAT-06;S001-WAT-07;S001-WAT-08;S001-FOD-01;S001-FOD-02;S001-FOD-03;S001-HYG-02,9,78,0.224,618.175045922,300,270,504,1692.17504592,2.99577580536,0.62552802433,0.35,80,0.975,0.975,0.896,0.5761107318,1.95118707595,0.0813370914833,0.939699571692,0.0235520662372,2,3,3,1
rho_0.350,Q1-003,S002,B,S002-B-007,S002-WAT-01;S002-HYG-01,2,20,0.062,1186.72408132,300,60,210,1756.72408132,2.52002284388,0.369994289029,0.35,22.2900464573,0.666666666667,0.897261476701,0.849315068493,0.96923955534,1.38094361299,0.0582898332237,1.05879054486,0.0219988528144,0,1,0,1
rho_0.350,Q1-004,S002,B,S002-B-008,S002-WAT-02;S002-FOD-01,2,22,0.055,1186.72408132,300,60,210,1756.72408132,2.58913853038,0.352715367404,0.35,22.2900464573,0.733333333333,0.986987624371,0.753424657534,0.995822511686,1.448687774,0.0596613587113,1.05879054486,0.0219988528144,0,1,1,0
rho_0.350,Q1-005,S002,C,S002-C-034,S002-MED-01;S002-WAT-03;S002-WAT-04;S002-FOD-02,4,39,0.094,1231.84216605,300,120,324,1975.84216605,5.17104323159,0.353619596051,0.35,40.1487328645,0.4875,0.971388066758,0.376,0.99443139069,2.79223449815,0.0746795628007,2.28047194277,0.0236572278727,1,2,1,0
rho_0.350,Q1-006,S003,B,S003-B-003,S003-WAT-01,1,14,0.027,1450.60966509,300,30,180,1960.60966509,2.42425540252,0.393936149369,0.35,20.4352958292,0.466666666667,0.685089176932,0.369863013699,0.932405924048,1.20190042685,0.129749799538,1.03768956686,0.0549156092774,0,1,0,0
rho_0.350,Q1-007,S003,C,S003-C-016,S003-WAT-02;S003-WAT-03;S003-HYG-01,3,34,0.089,1560.17771116,300,90,288,2238.17771116,5.0916592868,0.363542589149,0.35,38.6209896033,0.425,0.880350305604,0.356,0.979165247462,2.62693458055,0.170645622431,2.23502368246,0.0590554013614,0,2,0,1
rho_0.350,Q1-008,S003,C,S003-C-032,S003-MED-01;S003-WAT-04;S003-FOD-01;S003-FOD-02,4,33,0.095,1560.17771116,300,120,324,2304.17771116,5.06999875089,0.366250156139,0.35,38.6209896033,0.4125,0.854457649557,0.38,0.974999759787,2.60691644716,0.169003219905,2.23502368246,0.0590554013614,1,1,2,0
rho_0.350,Q1-009,S004,B,S004-B-005,S004-FOD-01;S004-HYG-01,2,14,0.063,1351.64166337,300,60,210,1921.64166337,2.50125158193,0.374687104517,0.35,17.8277734993,0.466666666667,0.78529155649,0.86301369863,0.962019839205,1.276500556,0.0808617092209,1.102097378,0.0417919387105,0,0,1,1
rho_0.350,Q1-010,S004,B,S004-B-011,S004-MED-01;S004-WAT-01,2,17,0.039,1351.64166337,300,60,210,1921.64166337,2.57647474296,0.355881314261,0.35,17.8277734993,0.566666666667,0.953568318595,0.534246575342,0.990951824214,1.34865301921,0.0839324070394,1.102097378,0.0417919387105,1,1,0,0
rho_0.350,Q1-011,S004,C,S004-C-008,S004-WAT-02;S004-WAT-03,2,28,0.054,1425.05471881,300,60,252,2037.05471881,5.19051929359,0.351185088301,0.35,28.4957653328,0.35,0.982602140107,0.216,0.99817678723,2.67162158141,0.100207105477,2.37374819877,0.0449424079364,0,2,0,0
rho_0.350,Q1-012,S005,C,S005-C-031,S005-MED-01;S005-WAT-01;S005-WAT-02;S005-WAT-03;S005-FOD-01;S005-HYG-01,6,59,0.156,1001.18871553,300,180,396,1877.18871553,4.22213737338,0.472232828328,0.35,78.772383806,0.7375,0.7489934562,0.624,0.81194949488,2.46567812041,0.0969081407472,1.62479795969,0.03475315253,1,3,1,1
rho_0.350,Q1-013,S006,C,S006-C-031,S006-MED-01;S006-WAT-01;S006-WAT-02;S006-WAT-03;S006-FOD-01;S006-HYG-01,6,59,0.156,685.552624484,300,180,396,1561.55262448,2.59793629019,0.675257963726,0.35,80,0.7375,0.7375,0.624,0.499603132729,1.48773826115,0.116262835547,0.980368877538,0.0135663159528,1,3,1,1
rho_0.350,Q1-014,S007,C,S007-C-023,S007-MED-01;S007-WAT-01;S007-WAT-02;S007-FOD-01;S007-HYG-01,5,45,0.129,1097.60069833,300,150,360,1907.60069833,3.41100380846,0.573624523942,0.35,80,0.5625,0.5625,0.516,0.655962270859,1.80542402488,0.167049729121,1.39529765385,0.0432324006141,1,2,1,1
rho_0.350,Q1-015,S008,B,S008-B-002,S008-FOD-01,1,8,0.028,1331.84174724,300,30,180,1841.84174724,2.47351506483,0.381621233791,0.35,14.4452944363,0.266666666667,0.55381356436,0.383561643836,0.951351948013,1.22654553752,0.0677244572522,1.15415863557,0.0250864344942,0,0,1,0
rho_0.350,Q1-016,S008,B,S008-B-003,S008-WAT-01,1,14,0.027,1331.84174724,300,30,180,1841.84174724,2.58933625235,0.352665936912,0.35,14.4452944363,0.466666666667,0.969173737629,0.369863013699,0.995898558596,1.33680033129,0.073290850999,1.15415863557,0.0250864344942,0,1,0,0
rho_0.350,Q1-017,S008,B,S008-B-003,S008-WAT-02,1,14,0.027,1331.84174724,300,30,180,1841.84174724,2.58933625235,0.352665936912,0.35,14.4452944363,0.466666666667,0.969173737629,0.369863013699,0.995898558596,1.33680033129,0.073290850999,1.15415863557,0.0250864344942,0,1,0,0
rho_0.350,Q1-018,S008,B,S008-B-009,S008-MED-01;S008-HYG-01,2,9,0.047,1331.84174724,300,60,210,1901.84174724,2.48949073494,0.377627316265,0.35,14.4452944363,0.3,0.623040259905,0.643835616438,0.957496436516,1.24159347533,0.0686521895434,1.15415863557,0.0250864344942,1,0,0,1
rho_0.350,Q1-019,S009,B,S009-B-007,S009-MED-01;S009-WAT-01;S009-FOD-01,3,25,0.067,928.462864417,300,90,240,1558.46286442,2.09626540189,0.475933649528,0.35,30,0.833333333333,0.833333333333,0.917808219178,0.806255923803,1.209308581,0.0563640315551,0.815043349571,0.0155494397625,1,1,1,0
rho_0.350,Q1-020,S010,B,S010-B-007,S010-MED-01;S010-WAT-01;S010-FOD-01,3,25,0.067,925.403519709,300,90,240,1555.40351971,1.82321656412,0.544195858969,0.35,30,0.833333333333,0.833333333333,0.917808219178,0.701237140047,1.01417005969,0.104855063432,0.683524929429,0.0206665115722,1,1,1,0
rho_0.350,Q1-021,S011,B,S011-B-007,S011-MED-01;S011-WAT-01;S011-FOD-01,3,25,0.067,558.424762831,300,90,240,1188.42476283,1.07393668627,0.731515828432,0.35,30,0.833333333333,0.833333333333,0.917808219178,0.413052571643,0.595212368971,0.0570902831109,0.401158058857,0.0204759753335,1,1,1,0
rho_0.350,Q1-022,S012,C,S012-C-007,S012-MED-01;S012-WAT-01;S012-FOD-01,3,25,0.067,1362.67714589,300,90,288,2040.67714589,4.92237948039,0.384702564951,0.35,38.5299228716,0.3125,0.648846354644,0.268,0.946611438536,2.51033228214,0.10254431936,2.27419697323,0.0353059056564,1,1,1,0
rho_0.350,Q1-023,S013,B,S013-B-007,S013-MED-01;S013-WAT-01;S013-FOD-01,3,25,0.067,880.511588782,300,90,240,1510.51158878,1.82482819123,0.543792952192,0.35,30,0.833333333333,0.833333333333,0.917808219178,0.701856996627,1.02791842487,0.0924419175829,0.692790979286,0.0116768694963,1,1,1,0
rho_0.350,Q1-024,S014,B,S014-B-007,S014-MED-01;S014-WAT-01;S014-FOD-01,3,25,0.067,1239.74767529,300,90,240,1869.74767529,2.14029097817,0.464927255459,0.35,30,0.833333333333,0.833333333333,0.917808219178,0.823188837756,1.14873675231,0.158080265437,0.774219471429,0.0592544889943,1,1,1,0
rho_0.350,Q1-025,S015,B,S015-B-007,S015-MED-01;S015-WAT-01;S015-FOD-01,3,25,0.067,1198.32756016,300,90,240,1828.32756016,2.30752850568,0.423117873579,0.35,30,0.833333333333,0.833333333333,0.917808219178,0.887510963725,1.27384289393,0.151219651492,0.858537841714,0.023928118547,1,1,1,0
